Rank,Name,Rank_Again,Symbol,Price,24h,7d,Market Cap,Volume USD,Volume Units,Circulating Supply,price,market_cap,volume_usd
,Hemelios,,HEM,$66883.07,6.38%,-2.33%,,,,,66883.07,,
,HonestCoin,,USDH,$0.996727,0.03%,0.33%,,,,,0.996727,,
,INMAXCOIN,,INXC,$0.050873,18.49%,37.32%,,,,,0.050873,,
,LoveHearts,,LVH,$0.000021,11.41%,22.71%,,,,,2.1e-05,,
,TRONbetDice,,DICE,$0.019436,1.39%,-11.68%,,,,,0.019436,,
,Aquila Protocol,,AUX,$0.017794,18.17%,37.06%,,,,,0.017794,,
,Aludra Network,,ALD,$0.000461,14.96%,-12.88%,,,,,0.000461,,
,THC,,THC,$0.017863,0.03%,-93.53%,,,,,0.017863,,
,Barter,,BRTR,$0.015028,0.03%,0.33%,,,,,0.015028,,
,TW Token,,TW,$0.000055,0.03%,0.33%,,,,,5.5e-05,,
,Frens Community,,FRENS,$0.548064,17.81%,37.61%,,,,,0.548064,,
,MONEY PARTY,,PARTY,$0.000152,17.81%,36.04%,,,,,0.000152,,
,ORBYT Token,,ORBYT,$0.002001,6.07%,-39.64%,,,,,0.002001,,
,OWL,,OWL,$0.991828,-0.58%,-1.48%,,,,,0.991828,,
,Trump Loses Token,,TRUMPLOSE,$0.973973,0.00%,0.00%,,,,,0.973973,,
,zzz.finance,,ZZZ,$30.10,17.82%,38.96%,,,,,30.1,,
,Cash Global Coin,,CGC,$0.011671,6.18%,20.77%,,,,,0.011671,,
,Tokens of Babel,,TOB,$0.080889,17.82%,33.52%,,,,,0.080889,,
,Love Coin,,LOVE,$0.003249,9.59%,-15.94%,,,,,0.003249,,
,UniGraph,,GRAPH,$10.32,17.82%,38.96%,,,,,10.32,,
,Porkchop,,CHOP,$0.004784,17.82%,34.86%,,,,,0.004784,,
,Camouflage.eth,,CAMO,$0.000207,17.82%,33.30%,,,,,0.000207,,
,Krosscoin,,KSS,$0.000591,0.03%,0.33%,,,,,0.000591,,
,LOOPREX,,LOOP,$0.000170,4.53%,-0.47%,,,,,0.00017,,
,Tide Protocol,,TIDE,$0.050169,4.53%,28.37%,,,,,0.050169,,
,Orbicular,,ORBI,$0.000436,17.82%,38.22%,,,,,0.000436,,
,Newtonium,,NEWTON,$0.020835,17.44%,38.08%,,,,,0.020835,,
,LitecoinPoS,,LTCP,$0.001260,0.04%,-3.68%,,,,,0.00126,,
,OC Protocol,,OCP,$0.005351,6.38%,-55.97%,,,,,0.005351,,
,Soft Link,,SLINK,$6.22,17.82%,75.45%,,,,,6.22,,
,Yield Breeder DAO,,YBREE,$0.077926,17.44%,38.51%,,,,,0.077926,,
,Mazzuma,,MAZ,$2.05,0.96%,10.72%,,,,,2.05,,
,Vision,,VSN,$0.126847,20.61%,-2.63%,,,,,0.126847,,
,LORI,,LORI,$0.156086,0.03%,0.33%,,,,,0.156086,,
,Hands of Steel,,STEEL,$0.002774,17.81%,37.03%,,,,,0.002774,,
,COVIR.IO,,CVR,$0.237911,3.33%,10.83%,,,,,0.237911,,
,TimeMiner,,TIME,$26.74,17.82%,38.96%,,,,,26.74,,
,Streamix,,MIXS,$0.066618,17.81%,38.96%,,,,,0.066618,,
,Vesta Protocol,,VESTA,$0.000082,17.82%,38.96%,,,,,8.2e-05,,
,Fee Active Collateral Token,,FACT,$0.012416,5.91%,20.16%,,,,,0.012416,,
,Popcorn,,CORN,$0.040256,17.82%,33.09%,,,,,0.040256,,
,Bast,,BAST,$20.43,17.82%,13.39%,,,,,20.43,,
,Social Finance,,SOFI,$2.38,17.82%,38.03%,,,,,2.38,,
,NOODLE Finance,,NOODLE,$0.000055,17.44%,38.51%,,,,,5.5e-05,,
,TRONbetLive,,LIVE,$0.020714,2.41%,-0.08%,,,,,0.020714,,
,SSS Finance,,SSS,$1.45,17.81%,38.65%,,,,,1.45,,
,Yield-Farming,,YIELD,$0.000050,17.44%,38.51%,,,,,5e-05,,
,Unimonitor,,UNT,$0.009529,17.44%,38.51%,,,,,0.009529,,
4001,YFA Finance,4001,YFA,$14.03,0.03%,0.33%,$0,$0,0 YFA,0 YFA,14.03,0.0,0.0
4002,Yearn Finance Protocol,4002,YFP,$0.149734,17.82%,36.18%,$0,$0,0 YFP,0 YFP,0.149734,0.0,0.0
4003,The Forms,4003,FRMS,$0.010318,17.82%,37.54%,$0,$0,0 FRMS,0 FRMS,0.010318,0.0,0.0
4004,Token CashPay,4004,TCP,$0.095384,79.33%,80.20%,$0,$0,0 TCP,0 TCP,0.095384,0.0,0.0
4007,Mafia.Network,4007,MAFI,$0.002445,17.81%,13.65%,$0,$0,0 MAFI,0 MAFI,0.002445,0.0,0.0
4008,Maki Finance,4008,MAKI,$0.383240,17.82%,37.61%,$0,$0,0 MAKI,0 MAKI,0.38324,0.0,0.0
4009,Farm House Finance,4009,FHSE,$5.16,17.82%,37.61%,$0,$0,0 FHSE,0 FHSE,5.16,0.0,0.0
4010,OBIC,4010,OBIC,$0.075009,6.48%,21.12%,$0,$0,0 OBIC,0 OBIC,0.075009,0.0,0.0
,Creed Finance,,CREED,$0.070572,17.82%,37.61%,,,,,0.070572,,
,OFIN Token,,ON,$0.002584,17.81%,38.96%,,,,,0.002584,,
,Vybe,,VYBE,$0.172001,17.81%,14.59%,,,,,0.172001,,
,yffc.finance,,YFFC,$12.88,17.81%,37.05%,,,,,12.88,,
,Jiaozi,,JIAOZI,$0.000047,17.82%,38.96%,,,,,4.7e-05,,
,Tribute,,TRBT,$0.667101,17.81%,24.86%,,,,,0.667101,,
,Atlantis Token,,ATIS,$0.036712,17.81%,38.89%,,,,,0.036712,,
,Melecoin,,MELE,$1.40,0.03%,0.33%,,,,,1.4,,
,YFarmLand Token,,YFARMER,$0.431435,4.86%,13.78%,,,,,0.431435,,
,Fame,,FAME,$0.004649,0.03%,1.42%,,,,,0.004649,,
,Oracolxor,,XOR,$0.000577,5.58%,3.76%,,,,,0.000577,,
,YFARM Token,,YFARM,$0.000132,17.81%,37.61%,,,,,0.000132,,
,Moon YFI,,MYFI,$4.30,17.81%,22.46%,,,,,4.3,,
,Printer.Finance,,PRINT,$73.72,17.82%,37.54%,,,,,73.72,,
,Walletreum,,WALT,$0.011990,17.82%,38.96%,,,,,0.01199,,
,YFMoonshot,,YFMS,$4.01,17.81%,38.00%,,,,,4.01,,
,Resoper,,RSP,$0.003344,6.39%,21.07%,,,,,0.003344,,
,Shill & Win,,PoSH,$0.000034,17.82%,32.65%,,,,,3.4e-05,,
,Crypto Accept,,ACPT,$0.000183,0.03%,0.33%,,,,,0.000183,,
,Livenodes Token,,LNOT,$50.02,6.18%,20.77%,,,,,50.02,,
,Soda Token,,SODA,$0.594946,17.82%,38.96%,,,,,0.594946,,
,Yearn Finance Farm,,YFF,$0.859066,17.82%,37.61%,,,,,0.859066,,
,Toast.finance,,TOAST,$2.47,4.93%,9.39%,,,,,2.47,,
,Digital Currency Daily,,DCD,$0.000149,-39.78%,-45.56%,,,,,0.000149,,
,Gire Token,,GET,$0.551785,6.38%,99.84%,,,,,0.551785,,
,iCherry Finance,,ICH,$0.050092,0.03%,-1.64%,,,,,0.050092,,
,Moon Juice,,JUICE,$0.041608,17.81%,37.05%,,,,,0.041608,,
,Acuity Token,,ACU,$0.000000,0.00%,0.00%,,,,,0.0,,
,UNII Finance,,UNII,$0.000259,-10.06%,-20.96%,,,,,0.000259,,
,Eminence,,EMN,$0.000035,18.15%,9.82%,,,,,3.5e-05,,
,Convertible ACXT,,CACXT,$7.17,17.81%,37.61%,,,,,7.17,,
,CryptoWater,,C2O,$1.15,0.04%,-2.16%,,,,,1.15,,
,Epic,,EPIC,$0.651481,0.03%,0.34%,,,,,0.651481,,
,Pajama.Finance,,PJM,$2.52,17.81%,30.54%,,,,,2.52,,
,BigdataCash,,BDCASH,$0.133386,6.09%,20.74%,,,,,0.133386,,
,YFET,,YFET,$5.01,0.03%,397.17%,,,,,5.01,,
,ErcauX,,RAUX,$0.023054,17.81%,-2.77%,,,,,0.023054,,
,ZAC Finance,,ZAC,$0.160762,17.81%,35.17%,,,,,0.160762,,
,Bellevue Network,,BLV,$0.005403,17.81%,37.05%,,,,,0.005403,,
,Wrapped Origin Axie,,WOA,$775.49,17.81%,17.36%,,,,,775.49,,
,Hauteclere Shards,,HAUT,$1.26,17.81%,8.34%,,,,,1.26,,
,Crypxie,,CPX,$3.14,6.11%,20.75%,,,,,3.14,,
,fry.world,,FRIES,$16.31,5.51%,-18.47%,,,,,16.31,,
,Jiviz,,JVZ,$0.014977,4.47%,630.69%,,,,,0.014977,,
,Thirm Protocol,,THIRM,$10.01,17.81%,37.61%,,,,,10.01,,
,YFED.Finance,,YFED,$0.300253,17.81%,6.14%,,,,,0.300253,,
,TopCoinFX,,TCFX,$0.046207,18.17%,37.01%,,,,,0.046207,,
,NovaDeFi,,NMT,$0.041653,4.93%,9.39%,,,,,0.041653,,
,BitTiger,,BTTR,$0.370672,0.04%,0.33%,,,,,0.370672,,
,Bfine,,BRI,$0.222524,0.04%,0.33%,,,,,0.222524,,
,Dandy Dego,,DANDY,$166.01,9.72%,18.57%,,,,,166.01,,
,deCraft Finance,,CRAFT,$10.88,17.81%,37.61%,,,,,10.88,,
,Tavittcoin,,TAVITT,$0.023342,-78.78%,-75.85%,,,,,0.023342,,
,Load Network,,LOAD,$0.038252,17.81%,12.67%,,,,,0.038252,,
,Animal Friends United,,AFU,$0.000200,0.04%,0.33%,,,,,0.0002,,
,Cross Finance,,CRP,$0.000139,-28.50%,-64.48%,,,,,0.000139,,
,Bitfinex Bitcoin Dominance Perps,,BTCDOM,$260.17,-0.63%,16.27%,,,,,260.17,,
,Gallery Finance,,GLF,$3.22,17.80%,37.59%,,,,,3.22,,
,Unicore,,UNICORE,$582.17,17.81%,37.05%,,,,,582.17,,
,PayUSD,,PUSD,$1.23,6.09%,3.42%,,,,,1.23,,
,Payou Finance,,PAYOU,$0.521969,17.81%,37.92%,,,,,0.521969,,
,Charged Finance,,CHARGED,$66.33,17.81%,36.74%,,,,,66.33,,
,Wrapped Virgin Gen-0 CryptoKitties,,WVG0,$174.65,17.81%,57.67%,,,,,174.65,,
,CasinoLand,,CLN,$0.000922,0.04%,0.33%,,,,,0.000922,,
,BooBank,,BOOB,$0.222236,17.81%,37.61%,,,,,0.222236,,
,TenSpeed Finance,,TENS,$16.73,17.81%,37.05%,,,,,16.73,,
,ShareAt,,XAT,$0.607318,0.02%,1.01%,,,,,0.607318,,
,BananoDOS,,yBAN,$63.36,17.81%,36.18%,,,,,63.36,,
,Spore Finance,,SPORE,$8.02,17.81%,35.10%,,,,,8.02,,
,BCHUP,,BCHUP,$9.21,0.04%,0.33%,,,,,9.21,,
,BCHDOWN,,BCHDOWN,$7.83,0.04%,0.33%,,,,,7.83,,
,pxUSD Synthetic USD Expiring 1 April 2021,,PXUSD_MAR2021,$0.906011,5.49%,-1.50%,,,,,0.906011,,
,Tatcoin,,TAT,$0.061035,6.11%,20.75%,,,,,0.061035,,
,Bloody Token,,BLOODY,$0.000615,17.81%,2.12%,,,,,0.000615,,
,Hoo Token,,HOO,$0.040574,-2.14%,-5.28%,,,,,0.040574,,
,Warlord Token,,WLT,$0.991777,17.81%,37.05%,,,,,0.991777,,
,DotBased,,xDOT,$5.84,17.81%,39.22%,,,,,5.84,,
,BABY YODA FINANCE,,YODA,$17.46,17.81%,37.61%,,,,,17.46,,
,Smpl foundation,,SMPL,$35.92,17.81%,25.09%,,,,,35.92,,
,King Swap,,$KING,$0.022953,13.57%,27.65%,,,,,0.022953,,
,Blurt,,BLURT,$0.033352,6.11%,705.06%,,,,,0.033352,,
,CryptoFrog.Finance,,FROG,$0.000009,10.44%,38.44%,,,,,9e-06,,
,Wrapped Conceal,,WCCX,$0.336606,17.82%,36.99%,,,,,0.336606,,
,OLPORTAL,,OLCF,$0.000861,18.17%,37.01%,,,,,0.000861,,
,MTI Finance,,MTI,$0.000601,0.03%,-14.01%,,,,,0.000601,,
,7up Finance,,7UP,$0.895464,39.19%,4.74%,,,,,0.895464,,
,wormhole.finance,,WHOLE,$0.688773,17.81%,36.94%,,,,,0.688773,,
,Future-Cash Digital,,FCD,$0.200363,0.04%,0.34%,,,,,0.200363,,
,Mercurity Swap Protocol,,MEE,$55.63,17.95%,37.72%,,,,,55.63,,
,BAEPAY,,BAEPAY,$0.094604,17.81%,54.64%,,,,,0.094604,,
4101,7Finance,4101,SVN,$1.29,6.48%,21.12%,$0,$0,0 SVN,0 SVN,1.29,0.0,0.0
4103,Compounder,4103,CP3R,$0.249370,17.44%,50.80%,$0,$0,0 CP3R,0 CP3R,0.24937,0.0,0.0
4104,Wish Coin,4104,WIS,$0.641217,0.04%,0.33%,$0,$0,0 WIS,0 WIS,0.641217,0.0,0.0
4105,KUN,4105,KUN,$0.263556,10.51%,23.09%,$0,$0,0 KUN,0 KUN,0.263556,0.0,0.0
4106,QUSD,4106,QUSD,$0.845976,10.22%,4.99%,$0,$0,0 QUSD,0 QUSD,0.845976,0.0,0.0
4107,Felixo Coin,4107,FLX,$0.001338,6.48%,21.12%,$0,$0,0 FLX,0 FLX,0.001338,0.0,0.0
4108,BSC FARM,4108,BSC,$1.05,9.51%,35.94%,$0,$0,0 BSC,0 BSC,1.05,0.0,0.0
4109,BIOKKOIN,4109,BKKG,$19.82,6.48%,15.25%,$0,$0,0 BKKG,0 BKKG,19.82,0.0,0.0
4110,Wrapped ZEC,4110,WZEC,$51.02,0.00%,0.11%,$0,$0,0 WZEC,0 WZEC,51.02,0.0,0.0
,Sancoj,,SANC,$0.000027,18.53%,37.46%,,,,,2.7e-05,,
,HoldToWin,,7ADD,$1.09,17.44%,35.91%,,,,,1.09,,
,BLink,,BLINK,$0.015045,60.52%,37.45%,,,,,0.015045,,
,Cord DeFi,,CORD,$3.50,17.47%,24.37%,,,,,3.5,,
,STVKE,,STV,$0.006121,17.47%,22.04%,,,,,0.006121,,
,ACryptoS,,ACS,$3.26,9.37%,-19.37%,,,,,3.26,,
,Relayer Network,,RLR,$2.69,17.50%,92.05%,,,,,2.69,,
,WELL,,WELL,$0.408335,-3.10%,31.39%,,,,,0.408335,,
,Beyond Meat tokenized stock FTX,,BYND,$126.90,0.81%,-7.26%,,,,,126.9,,
,Netflix tokenized stock FTX,,NFLX,$538.31,0.00%,4.53%,,,,,538.31,,
,WAV3,,WAV3,$4.39,17.47%,26.06%,,,,,4.39,,
,Twitter tokenized stock FTX,,TWTR,$54.46,0.06%,0.58%,,,,,54.46,,
,Uber tokenized stock FTX,,UBER,$51.31,0.09%,-3.45%,,,,,51.31,,
,Billibilli tokenized stock Bittrex,,BILI,$0.000000,0.00%,0.00%,,,,,0.0,,
,Alpha5,,A5T,$0.920936,-0.00%,38.27%,,,,,0.920936,,
,Sugarchain,,SUGAR,$0.006774,61.18%,112.38%,,,,,0.006774,,
,Rank Token,,RANK,$0.001216,41.32%,-24.90%,,,,,0.001216,,
,Venus SXP,,vSXP,$0.015845,11.18%,15.45%,,,,,0.015845,,
,Venus USDT,,vUSDT,$0.020153,0.06%,0.45%,,,,,0.020153,,
,Venus USDC,,vUSDC,$0.020102,0.03%,0.12%,,,,,0.020102,,
,Venus BUSD,,vBUSD,$0.020105,-0.01%,0.16%,,,,,0.020105,,
,Venus XVS,,vXVS,$0.072226,-0.67%,2.66%,,,,,0.072226,,
,Venus BNB,,vBNB,$0.811923,6.38%,21.03%,,,,,0.811923,,
,Venus BTC,,vBTC,$435.01,-28.35%,-21.75%,,,,,435.01,,
,Venus ETH,,vETH,$18.19,18.55%,38.16%,,,,,18.19,,
,Venus LTC,,vLTC,$3.02,15.84%,9.59%,,,,,3.02,,
,Venus XRP,,vXRP,$0.004418,-4.33%,-24.66%,,,,,0.004418,,
,AC Index,,ACX,$0.258843,2.00%,13.39%,,,,,0.258843,,
,Venus BCH,,vBCH,$7.86,11.27%,12.99%,,,,,7.86,,
,Venus LINK,,vLINK,$0.262988,10.31%,17.79%,,,,,0.262988,,
,Venus DOT,,vDOT,$0.187295,4.09%,81.03%,,,,,0.187295,,
,Decentralized Bank,,DEBA,$0.033161,17.47%,38.71%,,,,,0.033161,,
,Spartan,,300,$562.32,12.38%,29.03%,,,,,562.32,,
,Tetris,,TTR,$0.599833,9.51%,37.76%,,,,,0.599833,,
,Everyonescrypto,,EOC,$0.760359,0.03%,0.32%,,,,,0.760359,,
,Rootkit Finance,,ROOT,$1097.63,3.47%,0.00%,,,,,1097.63,,
,ETH.limiteD,,ELD,$0.009298,0.03%,0.32%,,,,,0.009298,,
,nHBTC,,N0001,$1.02,0.03%,0.32%,,,,,1.02,,
,Ditto,,DITTO,$0.983779,0.20%,12.34%,,,,,0.983779,,
,Orient,,OFT,$1.45,18.56%,-38.65%,,,,,1.45,,
,FerrariSwap,,FERRARI,$0.092905,0.03%,-96.78%,,,,,0.092905,,
,SparkPoint Fuel,,SFUEL,$0.094533,21.81%,0.00%,,,,,0.094533,,
,Zipmex,,ZMT,$0.214171,6.07%,0.00%,,,,,0.214171,,
,Utopia Genesis Foundation,,UOP,$0.349030,17.47%,0.00%,,,,,0.34903,,
401,Stakenet,401,XSN,$0.183312,14.70%,15.00%,"$20,299,023","$69,084","376,868 XSN","110,734,971 XSN",0.183312,20299023.0,69084.0
402,WINk,402,WIN,$0.000064,7.98%,3.45%,"$20,205,217","$2,732,518","42,411,732,118 WIN","313,607,571,387 WIN",6.4e-05,20205217.0,2732518.0
403,PIVX,403,PIVX,$0.311463,1.33%,8.17%,"$20,239,928","$338,904","1,088,106 PIVX","64,983,503 PIVX",0.311463,20239928.0,338904.0
404,PEAKDEFI,404,PEAK,$0.263674,2.05%,4.41%,"$20,209,330","$295,889","1,122,177 PEAK","76,645,077 PEAK",0.263674,20209330.0,295889.0
405,LCX,405,LCX,$0.036103,8.47%,248.14%,"$20,065,384","$4,057,846","112,395,684 LCX","555,778,318 LCX",0.036103,20065384.0,4057846.0
406,Grin,406,GRIN,$0.326880,5.37%,14.55%,"$20,212,174","$11,420,164","34,936,859 GRIN","61,833,600 GRIN",0.32688,20212174.0,11420164.0
407,CoinMetro Token,407,XCM,$0.066001,17.11%,31.99%,"$20,023,640","$169,303","2,565,160 XCM","303,383,288 XCM",0.066001,20023640.0,169303.0
408,GXChain,408,GXC,$0.284103,4.07%,7.52%,"$19,887,206","$7,835,246","27,578,896 GXC","70,000,000 GXC",0.284103,19887206.0,7835246.0
409,GHOSTPRISM,409,GHOST,$5.85,5.69%,10.86%,"$19,768,437","$55,518","9,494 GHOST","3,380,481 GHOST",5.85,19768437.0,55518.0
410,DAD,410,DAD,$0.146049,2.10%,2.00%,"$19,658,470","$1,074,371","7,356,231 DAD","134,601,733 DAD",0.146049,19658470.0,1074371.0
,Flamingo,,FLM,$0.131051,1.98%,-1.46%,,,,,0.131051,,
,StormX,,STMX,$0.002476,3.15%,6.54%,,,,,0.002476,,
,LATOKEN,,LA,$0.051264,31.51%,43.77%,,,,,0.051264,,
,MX Token,,MX,$0.140368,-1.25%,9.36%,,,,,0.140368,,
,Dynamic Trading Rights,,DTR,$0.012625,3.54%,7.82%,,,,,0.012625,,
,Ferrum Network,,FRM,$0.133287,4.58%,5.97%,,,,,0.133287,,
,Audius,,AUDIO,$0.160894,1.66%,-9.80%,,,,,0.160894,,
,Quantstamp,,QSP,$0.026784,-1.98%,-9.22%,,,,,0.026784,,
,Karatgold Coin,,KBC,$0.004033,17.40%,208.42%,,,,,0.004033,,
,BigONE Token,,ONE,$0.002020,6.69%,-2.31%,,,,,0.00202,,
,Lambda,,LAMB,$0.015024,-3.50%,3.09%,,,,,0.015024,,
,Refereum,,RFR,$0.003775,-5.34%,4.09%,,,,,0.003775,,
,Sapien,,SPN,$0.084562,18.43%,37.77%,,,,,0.084562,,
,Zenon,,ZNN,$3.76,24.68%,84.04%,,,,,3.76,,
,HARD Protocol,,HARD,$0.461512,0.30%,-11.24%,,,,,0.461512,,
,Einsteinium,,EMC2,$0.083524,-1.83%,3.71%,,,,,0.083524,,
,Celo Dollar,,CUSD,$0.999812,0.49%,-0.12%,,,,,0.999812,,
,Huobi Pool Token,,HPT,$0.003547,-1.71%,13.79%,,,,,0.003547,,
,Seigniorage Shares,,SHARE,$0.907904,-4.52%,27.95%,,,,,0.907904,,
,Ergo,,ERG,$0.697097,2.84%,47.81%,,,,,0.697097,,
,Dent,,DENT,$0.000210,3.29%,-0.84%,,,,,0.00021,,
,Gifto,,GTO,$0.023742,-4.26%,1.90%,,,,,0.023742,,
,Ripio Credit Network,,RCN,$0.035899,-3.79%,0.23%,,,,,0.035899,,
,RSK Smart Bitcoin,,RBTC,$32925.60,6.58%,22.01%,,,,,32925.6,,
,Klever,,KLV,$0.004233,1.90%,-10.64%,,,,,0.004233,,
,Dragonchain,,DRGN,$0.047651,-8.06%,6.29%,,,,,0.047651,,
,12Ships,,TSHP,$0.003480,-5.07%,6.34%,,,,,0.00348,,
,WOM Protocol,,WOM,$0.170455,-4.64%,-8.67%,,,,,0.170455,,
,PlayFuel,,PLF,$0.034234,-12.47%,-22.82%,,,,,0.034234,,
,Zynecoin,,ZYN,$0.772754,-15.93%,-28.02%,,,,,0.772754,,
,Invictus Hyperion Fund,,IHF,$0.140856,-4.32%,-9.30%,,,,,0.140856,,
,Robonomics.network,,XRT,$22.84,-0.20%,27.76%,,,,,22.84,,
,Obyte,,GBYTE,$22.01,-3.72%,-16.09%,,,,,22.01,,
,Gem Exchange And Trading,,GXT,$0.391644,2.04%,7.47%,,,,,0.391644,,
,Bluzelle,,BLZ,$0.064909,2.06%,4.00%,,,,,0.064909,,
,Xensor,,XSR,$0.003573,16.11%,5.21%,,,,,0.003573,,
,Measurable Data Token,,MDT,$0.024553,4.79%,6.29%,,,,,0.024553,,
,Steem Dollars,,SBD,$2.77,-14.74%,1.65%,,,,,2.77,,
,Decentralized Vulnerability Platform,,DVP,$0.053637,-12.79%,-4.65%,,,,,0.053637,,
,IDEX,,IDEX,$0.028767,-5.40%,-15.40%,,,,,0.028767,,
,Cindicator,,CND,$0.008077,-1.01%,-13.52%,,,,,0.008077,,
,Gemini Dollar,,GUSD,$0.996303,-1.26%,0.04%,,,,,0.996303,,
,Contentos,,COS,$0.007629,-2.86%,16.45%,,,,,0.007629,,
,Agoras Tokens,,AGRS,$0.533475,13.74%,22.06%,,,,,0.533475,,
,Everus,,EVR,$0.034370,-3.76%,58.27%,,,,,0.03437,,
,Nexus,,NXS,$0.232124,18.93%,5.90%,,,,,0.232124,,
,Egoras,,EGR,$0.000245,-13.48%,165.57%,,,,,0.000245,,
,WazirX,,WRX,$0.065923,-1.13%,-1.50%,,,,,0.065923,,
,Endor Protocol,,EDR,$0.010502,-19.09%,-2.92%,,,,,0.010502,,
,OctoFi,,OCTO,$26.98,1.37%,-18.18%,,,,,26.98,,
,Newscrypto,,NWC,$0.160401,-5.18%,-10.09%,,,,,0.160401,,
,PRIZM,,PZM,$0.006073,25.89%,29.06%,,,,,0.006073,,
,DMM: Governance,,DMG,$0.321121,10.79%,13.39%,,,,,0.321121,,
,Aurora,,AOA,$0.001575,-2.48%,-12.11%,,,,,0.001575,,
,Gas,,GAS,$1.50,-3.48%,-3.46%,,,,,1.5,,
,Juventus Fan Token,,JUV,$11.63,-9.57%,-16.95%,,,,,11.63,,
,Props Token,,PROPS,$0.072968,47.13%,104.63%,,,,,0.072968,,
,Standard Tokenization Protocol,,STPT,$0.016582,-6.85%,-0.48%,,,,,0.016582,,
,Meta,,MTA,$1.11,18.02%,10.86%,,,,,1.11,,
,Paris Saint-Germain Fan Token,,PSG,$11.71,-8.97%,-17.32%,,,,,11.71,,
,InflationCoin,,IFLT,$0.000336,111.97%,142.55%,,,,,0.000336,,
,USDJ,,USDJ,$0.999699,0.43%,-0.47%,,,,,0.999699,,
,BoringDAO,,BOR,$342.46,-4.71%,61.22%,,,,,342.46,,
,Prometeus,,PROM,$2.44,5.20%,16.59%,,,,,2.44,,
,Tokenlon Network Token,,LON,$1.89,-5.67%,17.04%,,,,,1.89,,
,1SG,,1SG,$6.81,9.05%,24.63%,,,,,6.81,,
,Aladdin,,ADN,$0.000336,7.24%,22.28%,,,,,0.000336,,
,B2BX,,B2B,$0.751415,0.04%,-49.68%,,,,,0.751415,,
,Phala.Network,,PHA,$0.114279,-6.33%,26.35%,,,,,0.114279,,
,yOUcash,,YOUC,$0.009545,11.63%,7.18%,,,,,0.009545,,
,SparkPoint,,SRK,$0.002062,10.56%,58.75%,,,,,0.002062,,
,Unobtanium,,UNO,$70.56,-5.93%,-1.33%,,,,,70.56,,
,Nebulas,,NAS,$0.247180,1.34%,-9.85%,,,,,0.24718,,
,SaluS,,SLS,$14.10,15.26%,0.72%,,,,,14.1,,
,Aergo,,AERGO,$0.054154,-22.83%,36.51%,,,,,0.054154,,
,Metronome,,MET,$1.27,-7.62%,11.33%,,,,,1.27,,
,saffron.finance,,SFI,$199.46,3.07%,-39.74%,,,,,199.46,,
,Bounce Token,,BOT,$534.80,0.10%,31.88%,,,,,534.8,,
,Blocknet,,BLOCK,$1.93,12.89%,-0.95%,,,,,1.93,,
,Quantum Resistant Ledger,,QRL,$0.192676,9.39%,16.06%,,,,,0.192676,,
,Unifi Protocol DAO,,UNFI,$5.15,-3.07%,-19.74%,,,,,5.15,,
,Dusk Network,,DUSK,$0.047390,9.63%,-1.32%,,,,,0.04739,,
,REVV,,REVV,$0.051660,-14.47%,32.95%,,,,,0.05166,,
,BarnBridge,,BOND,$18.57,-22.70%,-37.83%,,,,,18.57,,
,King DAG,,KDAG,$0.247738,-2.66%,-9.92%,,,,,0.247738,,
,Molecular Future,,MOF,$0.155707,0.76%,1.77%,,,,,0.155707,,
,BHPCoin,,BHP,$0.657475,-2.90%,3.43%,,,,,0.657475,,
,Function X,,FX,$0.057681,-1.04%,2.20%,,,,,0.057681,,
,PLATINCOIN,,PLC,$2.62,4.86%,25.21%,,,,,2.62,,
,ZBG Token,,ZT,$0.049013,-1.06%,-2.82%,,,,,0.049013,,
501,Global Digital Content,501,GDC,$0.004008,11.36%,53.53%,"$12,863,740","$12,677","3,162,507 GDC","3,209,198,933 GDC",0.004008,12863740.0,12677.0
502,ASTA,502,ASTA,$0.016555,3.60%,40.94%,"$12,820,410","$2,468,535","149,115,316 ASTA","774,434,801 ASTA",0.016555,12820410.0,2468535.0
503,FNB Protocol,503,FNB,$0.005341,1.04%,2.44%,"$12,700,823","$171,045","32,024,376 FNB","2,377,943,413 FNB",0.005341,12700823.0,171045.0
504,Crypto Village Accelerator,504,CVA,$0.170642,2.86%,18.84%,"$12,655,479","$59,827","350,599 CVA","74,163,874 CVA",0.170642,12655479.0,59827.0
505,Bella Protocol,505,BEL,$0.868419,0.78%,6.59%,"$12,592,069","$5,286,838","6,087,891 BEL","14,500,000 BEL",0.868419,12592069.0,5286838.0
506,QASH,506,QASH,$0.035664,5.69%,8.45%,"$12,482,228","$530,936","14,887,364 QASH","350,000,000 QASH",0.035664,12482228.0,530936.0
507,REPO,507,REPO,$0.113777,30.42%,25.73%,"$12,510,710",$0,0 REPO,"109,958,607 REPO",0.113777,12510710.0,0.0
508,Mooncoin,508,MOON,$0.000054,18.56%,38.75%,"$12,373,545",$1,"10,063 MOON","227,343,727,869 MOON",5.4e-05,12373545.0,1.0
509,dForce,509,DF,$0.119262,1.21%,19.34%,"$12,437,458","$1,193,331","10,005,924 DF","104,286,498 DF",0.119262,12437458.0,1193331.0
510,BitForex Token,510,BF,$0.002914,21.54%,41.80%,"$12,422,918","$413,581","141,917,214 BF","4,262,831,204 BF",0.002914,12422918.0,413581.0
,Spendcoin,,SPND,$0.005462,-13.43%,-2.81%,,,,,0.005462,,
